generation,cost,rmse,mae,final_error,final_energy,mean_power,convergence,kp_xy,kd_xy,kp_z,ki_z,kd_z,kp_att,kd_att,kp_yaw,kd_yaw
1,451.1695822784252,1.770447586069023,1.4451882447606674,0.3417641745347068,3408.608685289876,243.4720489492778,6.077948846035674e-05,2.2094183788483885,0.6628506362082937,4.291648667761006,1.717402252919804,3.5140768093171877,2.37704428717558,0.4665996090063409,1.833682049353972,1.0655216617059244
2,413.2680165582305,1.707470235809447,1.3007722412457,0.21158793749547045,3518.7828913717917,251.34163509798518,3.5590430150614926e-05,2.057772474659879,1.0841598315349328,10.698576033038226,2.1534774923073585,3.101294040588467,1.618504013235178,0.25107873468337605,3.9834439405480877,1.1128953469323553
3,413.2680165582305,1.707470235809447,1.3007722412457,0.21158793749547045,3518.7828913717917,251.34163509798518,2.456041752073663e-05,2.057772474659879,1.0841598315349328,10.698576033038226,2.1534774923073585,3.101294040588467,1.618504013235178,0.25107873468337605,3.9834439405480877,1.1128953469323553
4,413.2680165582305,1.707470235809447,1.3007722412457,0.21158793749547045,3518.7828913717917,251.34163509798518,2.2349874415250292e-05,2.057772474659879,1.0841598315349328,10.698576033038226,2.1534774923073585,3.101294040588467,1.618504013235178,0.25107873468337605,3.9834439405480877,1.1128953469323553
5,413.2680165582305,1.707470235809447,1.3007722412457,0.21158793749547045,3518.7828913717917,251.34163509798518,1.7288027230748107e-05,2.057772474659879,1.0841598315349328,10.698576033038226,2.1534774923073585,3.101294040588467,1.618504013235178,0.25107873468337605,3.9834439405480877,1.1128953469323553
6,413.2680165582305,1.707470235809447,1.3007722412457,0.21158793749547045,3518.7828913717917,251.34163509798518,1.028971147201173e-05,2.057772474659879,1.0841598315349328,10.698576033038226,2.1534774923073585,3.101294040588467,1.618504013235178,0.25107873468337605,3.9834439405480877,1.1128953469323553
