scenario_id,time_s,x_ref_m,y_ref_m,z_ref_m,psi_ref_rad,x_m,y_m,z_m,vx_m_s,vy_m_s,vz_m_s,phi_rad,theta_rad,psi_rad,phi_deg,theta_deg,psi_deg,p_rad_s,q_rad_s,r_rad_s,phi_ref_rad,theta_ref_rad,phi_ref_deg,theta_ref_deg,position_error_x_m,position_error_y_m,position_error_z_m,position_error_m,u_thrust_N,u_tau_x_Nm,u_tau_y_Nm,u_tau_z_Nm,omega_1_rad_s,omega_2_rad_s,omega_3_rad_s,omega_4_rad_s,omega_mean_rad_s,omega_max_rad_s,battery_voltage_V,total_current_A,total_power_W,cumulative_energy_J,controller_wall_time_s
0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,-0.041293014382010454,0.0,0.0,-0.5728101381354526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0412930143820103,2.0412930143820103,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,46.609327367268826,6.720819510519505e-05
0,0.11,0.0,0.0,2.0,0.0,0.0,0.0,-0.04704555375968876,0.0,0.0,-0.5776964911722051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0470455537596886,2.0470455537596886,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,50.846538946111444,9.087519720196724e-05
0,0.12,0.0,0.0,2.0,0.0,0.0,0.0,-0.05281795648989678,0.0,0.0,-0.5767842876967921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0528179564898967,2.0528179564898967,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,55.08375052495406,8.30420758575201e-05
0,0.13,0.0,0.0,2.0,0.0,0.0,0.0,-0.05855463775644141,0.0,0.0,-0.570553553751636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0585546377564414,2.0585546377564414,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,59.32096210379668,7.30419997125864e-05
0,0.14,0.0,0.0,2.0,0.0,0.0,0.0,-0.06420520263212792,0.0,0.0,-0.5595622137191619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.064205202632128,2.064205202632128,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,63.5581736826393,6.904196925461292e-05
0,0.15,0.0,0.0,2.0,0.0,0.0,0.0,-0.06972462211900603,0.0,0.0,-0.5443255350314845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.069724622119006,2.069724622119006,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,67.79538526148193,8.845888078212738e-05
0,0.16,0.0,0.0,2.0,0.0,0.0,0.0,-0.07507280123045765,0.0,0.0,-0.5253150607997755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0750728012304576,2.0750728012304576,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,72.03259684032454,7.79579859226942e-05
0,0.17,0.0,0.0,2.0,0.0,0.0,0.0,-0.0802141445728325,0.0,0.0,-0.5029591761713331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0802141445728326,2.0802141445728326,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,76.26980841916716,0.00010183406993746758
0,0.18,0.0,0.0,2.0,0.0,0.0,0.0,-0.08511713298541383,0.0,0.0,-0.47764475294236464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0851171329854137,2.0851171329854137,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,80.50701999800978,7.241591811180115e-05
0,0.19,0.0,0.0,2.0,0.0,0.0,0.0,-0.08975392000087078,0.0,0.0,-0.4497194685318328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0897539200008706,2.0897539200008706,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,84.7442315768524,7.520802319049835e-05
0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,-0.09409995341681089,0.0,0.0,-0.4194945088649997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0940999534168108,2.0940999534168108,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,88.98144315569502,9.10409726202488e-05
0,0.21,0.0,0.0,2.0,0.0,0.0,0.0,-0.09813362478745202,0.0,0.0,-0.38724744926693644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.098133624787452,2.098133624787452,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,93.21865473453764,0.00022504199296236038
0,0.22,0.0,0.0,2.0,0.0,0.0,0.0,-0.10183594789909431,0.0,0.0,-0.35322517017089167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1018359478990942,2.1018359478990942,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,97.45586631338026,9.812484495341778e-05
0,0.23,0.0,0.0,2.0,0.0,0.0,0.0,-0.1051902660923405,0.0,0.0,-0.31764671066806327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1051902660923405,2.1051902660923405,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,101.69307789222287,7.841712795197964e-05
0,0.24,0.0,0.0,2.0,0.0,0.0,0.0,-0.1081819874934583,0.0,0.0,-0.28070599674363605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.108181987493458,2.108181987493458,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,105.93028947106549,8.570798672735691e-05
0,0.25,0.0,0.0,2.0,0.0,0.0,0.0,-0.11079834670836494,0.0,0.0,-0.24257440555761334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.110798346708365,2.110798346708365,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,110.16750104990811,6.758398376405239e-05
0,0.26,0.0,0.0,2.0,0.0,0.0,0.0,-0.11302819123414845,0.0,0.0,-0.20340314468800336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1130281912341484,2.1130281912341484,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,114.40471262875073,7.079215720295906e-05
0,0.27,0.0,0.0,2.0,0.0,0.0,0.0,-0.11486179069417407,0.0,0.0,-0.1633254376374621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.114861790694174,2.114861790694174,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,118.64192420759335,8.66670161485672e-05
0,0.28,0.0,0.0,2.0,0.0,0.0,0.0,-0.11629066695862746,0.0,0.0,-0.12245851545676215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1162906669586277,2.1162906669586277,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,122.87913578643597,6.941682659089565e-05
0,0.29,0.0,0.0,2.0,0.0,0.0,0.0,-0.11730744323957357,0.0,0.0,-0.08090542007270013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1173074432395738,2.1173074432395738,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,127.11634736527859,7.404200732707977e-05
0,0.3,0.0,0.0,2.0,0.0,0.0,0.0,-0.11790571032389184,0.0,0.0,-0.03875662858594554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1179057103238916,2.1179057103238916,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,131.3535589441212,6.570806726813316e-05
0,0.31,0.0,0.0,2.0,0.0,0.0,0.0,-0.11807990821107611,0.0,0.0,0.0039084885141547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.118079908211076,2.118079908211076,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,135.59077052296382,6.570899859070778e-05
0,0.32,0.0,0.0,2.0,0.0,0.0,0.0,-0.11782522283748495,0.0,0.0,0.04701990169483081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1178252228374848,2.1178252228374848,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,139.82798210180644,7.658405229449272e-05
0,0.33,0.0,0.0,2.0,0.0,0.0,0.0,-0.11713750472074047,0.0,0.0,0.09051477627838807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1171375047207404,2.1171375047207404,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,144.06519368064906,0.00010062498040497303
0,0.34,0.0,0.0,2.0,0.0,0.0,0.0,-0.11601319696317558,0.0,0.0,0.13433757589150852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1160131969631757,2.1160131969631757,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,148.30240525949168,0.0001516249030828476
0,0.35000000000000003,0.0,0.0,2.0,0.0,0.0,0.0,-0.11444926473120234,0.0,0.0,0.17843942356465062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1144492647312023,2.1144492647312023,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,152.5396168383343,9.420793503522873e-05
0,0.36,0.0,0.0,2.0,0.0,0.0,0.0,-0.11244313266220805,0.0,0.0,0.22277730159421238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.112443132662208,2.112443132662208,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,156.77682841717692,7.66669400036335e-05
0,0.37,0.0,0.0,2.0,0.0,0.0,0.0,-0.10999262980874686,0.0,0.0,0.2673133442164568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.109992629808747,2.109992629808747,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,161.01403999601953,7.370882667601109e-05
0,0.38,0.0,0.0,2.0,0.0,0.0,0.0,-0.10709594124155027,0.0,0.0,0.31201421316567696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.10709594124155,2.10709594124155,20.3265593,0.0,0.0,0.0,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,712.856214464039,10.5,40.354395988977345,423.72115788426214,165.25125157486215,7.820804603397846e-05
